comment,Score,k_id
em7ap3c,0.062,2078
evkkzlq,0.062,2079
czgqbn8,0.062,2080
czgsz1j,0.062,2081
dg72xhp,0.062,2082
do8qw94,0.062,2083
dob5bmt,0.062,2084
drypaoh,0.062,2085
dxyf8gx,0.062,2086
e85frcu,0.062,2087
e8t5k6u,0.062,2088
e9ozqp0,0.062,2089
eemuadt,0.062,2090
escadvz,0.062,2091
d6pet3p,0.062,2092
d8jlzrf,0.062,2093
e8ljn0d,0.062,2094
elbpdn7,0.062,2095
ew93he3,0.062,2096
d3lhg4f,0.062,2097
d3lp89u,0.062,2098
d3p5dot,0.062,2099
d7thsow,0.062,2100
dfuueuf,0.062,2101
dnzdetb,0.062,2102
drqjxz2,0.062,2103
dsjdkqk,0.062,2104
dsjqid7,0.062,2105
dtxe7tj,0.062,2106
ealbh85,0.062,2107
ecdz9o5,0.062,2108
etuc96k,0.062,2109
der0j4u,0.062,2110
e3irnen,0.062,2111
egpj1h1,0.062,2112
epwkm9r,0.062,2113
esbxi98,0.062,2114
ebn63gu,0.062,2115
eft5qly,0.062,2116
egksyku,0.062,2117
ehcjxcz,0.062,2118
emrj8gk,0.062,2119
epgg4oo,0.062,2120
dbihyps,0.062,2121
diy6q9l,0.062,2122
dq8plmo,0.062,2123
dqz4qpz,0.062,2124
dybwtzx,0.062,2125
e1eykbc,0.062,2126
e51a7hu,0.062,2127
ehv2735,0.062,2128
eis452a,0.062,2129
eis4ieb,0.062,2130
d7jzbqr,0.062,2131
d7kbktu,0.062,2132
dd1ycqt,0.062,2133
dh49lpb,0.062,2134
dm6vxr0,0.062,2135
dryq8j0,0.062,2136
e1x4ek5,0.062,2137
eb1w79k,0.062,2138
eb2lunv,0.062,2139
elpnh3x,0.062,2140
ens5d3m,0.062,2141
epjoyj1,0.062,2142
ex0k1ne,0.062,2143
dv8uend,0.045,2144
eesfgtt,0.044,2145
czjyb2p,0.043,2146
czkm11n,0.043,2147
czylnxj,0.043,2148
d3rzg4e,0.043,2149
dg794ux,0.043,2150
dq5i7oi,0.043,2151
dup3xxd,0.043,2152
dvj0osk,0.043,2153
dzmgmzp,0.043,2154
dzmkyhg,0.043,2155
e0jlrst,0.043,2156
e0l05tv,0.043,2157
e4g1ofs,0.043,2158
ebn9uaf,0.043,2159
ejfnf1q,0.043,2160
evkmw7s,0.043,2161
dftpgre,0.043,2162
dfveipx,0.043,2163
ey4xw65,0.043,2164
dolprj0,0.043,2165
dolvfto,0.043,2166
ebm96f6,0.043,2167
eg79f0m,0.043,2168
dq742wr,0.043,2169
cz3dmkn,0.043,2170
da8f5f9,0.043,2171
e1wodp3,0.043,2172
e7b5wl7,0.043,2173
eb2olnb,0.043,2174
cza8437,0.042,2175
czjt4jk,0.042,2176
czkp7l8,0.042,2177
czksdqe,0.042,2178
czkuvie,0.042,2179
czyjfsw,0.042,2180
czylher,0.042,2181
d3s1we6,0.042,2182
d4z67ud,0.042,2183
drcifgf,0.042,2184
du9wciz,0.042,2185
dup3xz4,0.042,2186
dupnxhp,0.042,2187
dupvpzo,0.042,2188
dv7vcil,0.042,2189
dv8j5v6,0.042,2190
dvj12xt,0.042,2191
dvj9jct,0.042,2192
dvjjknd,0.042,2193
dvjv1rd,0.042,2194
dvkd85w,0.042,2195
dza7yct,0.042,2196
dzai0e2,0.042,2197
dzb6hfm,0.042,2198
e2s346d,0.042,2199
e2sn0jy,0.042,2200
e7wpelo,0.042,2201
e8kvnuk,0.042,2202
e9tcskd,0.042,2203
e9tglrr,0.042,2204
eb5y7ne,0.042,2205
eb62005,0.042,2206
eb6bh8v,0.042,2207
efodj08,0.042,2208
ejfqj4f,0.042,2209
ejfyqjv,0.042,2210
ejt164b,0.042,2211
em6fv5t,0.042,2212
evklzuu,0.042,2213
cz1sqxx,0.042,2214
d0nd58v,0.042,2215
d9sd0ei,0.042,2216
dhifpx1,0.042,2217
dv9n6kj,0.042,2218
dv9pqz2,0.042,2219
dv9u59o,0.042,2220
dvwl7g2,0.042,2221
dwcvlki,0.042,2222
e3ufjsp,0.042,2223
e838g9l,0.042,2224
e9ozsqi,0.042,2225
d9wc8tk,0.042,2226
dsxquz4,0.042,2227
dzoh708,0.042,2228
e7ve0bj,0.042,2229
evf8hyn,0.042,2230
d3li9fo,0.042,2231
d7tggvw,0.042,2232
ddiw3gg,0.042,2233
dfmqndq,0.042,2234
dg2m8tg,0.042,2235
dlby5zf,0.042,2236
dnyhfly,0.042,2237
do01ick,0.042,2238
dp3rlud,0.042,2239
dsiluws,0.042,2240
dsiwbny,0.042,2241
e3p51vg,0.042,2242
e3p546w,0.042,2243
etu9a82,0.042,2244
ey5ukk5,0.042,2245
ey75lh4,0.042,2246
d7c493d,0.042,2247
ddhr15e,0.042,2248
df96qxv,0.042,2249
dgvexwa,0.042,2250
dgvfkbq,0.042,2251
dk4isnn,0.042,2252
dk4kgbz,0.042,2253
dnbgnst,0.042,2254
dqiebvj,0.042,2255
dqieucp,0.042,2256
dqig5bt,0.042,2257
duk5eqe,0.042,2258
e3awj2k,0.042,2259
ecx0ug0,0.042,2260
ecx5wx9,0.042,2261
enk0xjx,0.042,2262
ens7itj,0.042,2263
epvwaqr,0.042,2264
ecr7ph8,0.042,2265
efpmtku,0.042,2266
ejrnkjt,0.042,2267
ekkye46,0.042,2268
eli09u5,0.042,2269
eos4j2y,0.042,2270
eq9hp7e,0.042,2271
dbiixtm,0.042,2272
e0adlek,0.042,2273
ear0xs7,0.042,2274
easr54w,0.042,2275
ecby3pe,0.042,2276
ecphhzs,0.042,2277
ednfjxb,0.042,2278
egttgho,0.042,2279
ejuq4qs,0.042,2280
enmg7bm,0.042,2281
cxn3ona,0.042,2282
cyv4kde,0.042,2283
cz32o47,0.042,2284
dqc9idd,0.042,2285
dqcy7ck,0.042,2286
dvr2yf4,0.042,2287
dvs4tdc,0.042,2288
dz1u59k,0.042,2289
e4w3jaa,0.042,2290
eh4e4v6,0.042,2291
etg84ki,0.042,2292
czjhwkq,0.022,2293
d4zq12q,0.022,2294
drd317c,0.022,2295
dza7u8h,0.022,2296
efzlji7,0.022,2297
dg83u0x,0.022,2298
dssi5ya,0.022,2299
dtijcpq,0.022,2300
cyeo0s2,0.022,2301
e0ytuzf,0.022,2302
ejfagio,0.022,2303
dvjp4p0,0.022,2304
efsnnhm,0.022,2305
eklekdf,0.022,2306
dyzfqrg,0.022,2307
e8b1uuy,0.022,2308
dnsi0p8,0.022,2309
cza3802,0.021,2310
czjg2mx,0.021,2311
czjmxqf,0.021,2312
czjox1l,0.021,2313
d3rwnfo,0.021,2314
d4zldq3,0.021,2315
d500qak,0.021,2316
dg6n1vo,0.021,2317
drep66z,0.021,2318
dupoi70,0.021,2319
duq0nn1,0.021,2320
dvjlh9y,0.021,2321
dvjvyzi,0.021,2322
dvk9llv,0.021,2323
dzimb0s,0.021,2324
dzkm7my,0.021,2325
e2sn0os,0.021,2326
e4f6dw4,0.021,2327
e4fpkkp,0.021,2328
e4ftsrq,0.021,2329
e4gcz24,0.021,2330
e7v22ry,0.021,2331
e9tjgiz,0.021,2332
eb65x7q,0.021,2333
ebispvd,0.021,2334
ebmyijf,0.021,2335
ebn1yic,0.021,2336
ebud9xw,0.021,2337
ebuf9re,0.021,2338
eesclgt,0.021,2339
eeu9ma0,0.021,2340
efs6yux,0.021,2341
eg02za7,0.021,2342
ejfh5yg,0.021,2343
ejfnrng,0.021,2344
ejt2u8i,0.021,2345
ejt48v2,0.021,2346
em7im49,0.021,2347
evm2h1o,0.021,2348
evpaylj,0.021,2349
d9sfbmx,0.021,2350
db29uum,0.021,2351
dc5v9il,0.021,2352
dg70t5m,0.021,2353
dhii0ti,0.021,2354
dssjl2h,0.021,2355
dwd9d5b,0.021,2356
dxyujff,0.021,2357
e3t1433,0.021,2358
e8tcf3z,0.021,2359
es3uz5e,0.021,2360
d6qgcem,0.021,2361
dg4j1ed,0.021,2362
du4vjg0,0.021,2363
e7t1q5z,0.021,2364
egm2z6d,0.021,2365
ej8b3sk,0.021,2366
ej8q161,0.021,2367
cybfuyk,0.021,2368
d3lm7tn,0.021,2369
d4jusbv,0.021,2370
d4k34rw,0.021,2371
d6h60bk,0.021,2372
d9670dh,0.021,2373
d9cbohv,0.021,2374
d9gz9rn,0.021,2375
dlbep54,0.021,2376
dlbldgg,0.021,2377
dow6fdk,0.021,2378
dowaiu3,0.021,2379
dp3lqlq,0.021,2380
dp3ou5k,0.021,2381
dp40udf,0.021,2382
drotmkd,0.021,2383
dsck0wm,0.021,2384
dsill5k,0.021,2385
dsjqo2w,0.021,2386
du67tp0,0.021,2387
e0vbyqf,0.021,2388
e349wjd,0.021,2389
e3qaoaf,0.021,2390
dd5n6dj,0.021,2391
ddijv29,0.021,2392
deqdqeh,0.021,2393
df96qyw,0.021,2394
dgj3qbd,0.021,2395
dihrsun,0.021,2396
dnbekq7,0.021,2397
dvfppes,0.021,2398
e01zfn3,0.021,2399
e02133g,0.021,2400
ecwzooy,0.021,2401
enn0d2f,0.021,2402
epwkon3,0.021,2403
e88vvvs,0.021,2404
e9sgf7k,0.021,2405
ecsw506,0.021,2406
eea91jh,0.021,2407
eebce6e,0.021,2408
efqw2a2,0.021,2409
efs4jat,0.021,2410
efvs37c,0.021,2411
ejjs55r,0.021,2412
ejqsj7p,0.021,2413
ejqskr9,0.021,2414
em1gy2j,0.021,2415
em8vupq,0.021,2416
eneheuf,0.021,2417
eopljkl,0.021,2418
ep795d9,0.021,2419
eq9ieid,0.021,2420
erjf9ss,0.021,2421
ev5thft,0.021,2422
ewqzihq,0.021,2423
dbvf0eg,0.021,2424
dqoepw6,0.021,2425
e8v2p4v,0.021,2426
efdj71l,0.021,2427
efh8uge,0.021,2428
cxn74pw,0.021,2429
diayjga,0.021,2430
dnr3gub,0.021,2431
e22g33d,0.021,2432
e23v8rv,0.021,2433
etp2z5x,0.021,2434
ewx5nik,0.021,2435
exuwzgt,0.021,2436
cza3m1b,0,2437
cza7gpu,0,2438
d4za7ip,0,2439
d4zbw7p,0,2440
d4zghpv,0,2441
dg73ma2,0,2442
dg77791,0,2443
dg784v9,0,2444
dg7fxoy,0,2445
dq5ew54,0,2446
dq657qp,0,2447
drchb99,0,2448
dup5vqa,0,2449
dupvyaw,0,2450
dv8io2y,0,2451
dv8xz94,0,2452
dvjjezg,0,2453
dz9rki9,0,2454
dz9rnkx,0,2455
dza7qja,0,2456
dza7v3s,0,2457
dziwqjd,0,2458
dzjgzt0,0,2459
dzkoa03,0,2460
e0ju2x9,0,2461
e0kw5x6,0,2462
e2s7za5,0,2463
e4evivs,0,2464
e4evti3,0,2465
e4fpw9g,0,2466
e7v3d1w,0,2467
e7wqua4,0,2468
e7xomjc,0,2469
e8jhexs,0,2470
e8k6dyt,0,2471
e9djunj,0,2472
e9tdhzo,0,2473
e9tg2tf,0,2474
eb66c6i,0,2475
ebivt8l,0,2476
ebmyz25,0,2477
ebn017g,0,2478
ebn20ya,0,2479
eesdgpx,0,2480
efo662s,0,2481
efoudpx,0,2482
efq4aex,0,2483
efsv6eq,0,2484
ejfhru1,0,2485
ejft0me,0,2486
ejt03iv,0,2487
ejt0a4h,0,2488
ejtimr3,0,2489
em71tsj,0,2490
em7kd83,0,2491
em7ucw0,0,2492
evkcvb0,0,2493
evkuc4n,0,2494
evp4r43,0,2495
evq99fs,0,2496
cz8cid1,0,2497
d0mxkdr,0,2498
d4pih0r,0,2499
db2nu6o,0,2500
dcsytkf,0,2501
do89p3p,0,2502
ds8zgjr,0,2503
dxy7xrc,0,2504
euh002h,0,2505
d43no81,0,2506
d6pxi7s,0,2507
d86jjih,0,2508
dkpsd8z,0,2509
dsxmds1,0,2510
dtjwgz8,0,2511
duqeho9,0,2512
ed3i4o1,0,2513
ee9m6e5,0,2514
egl8w8h,0,2515
d3llun8,0,2516
d3lqqqo,0,2517
d3poxn4,0,2518
d6h6k03,0,2519
d7tgddw,0,2520
d967224,0,2521
d96i8tu,0,2522
d9b9wdu,0,2523
dfv6e8g,0,2524
dg2fypl,0,2525
dg35fw4,0,2526
dlbf23n,0,2527
dnyc568,0,2528
dnzgpej,0,2529
dsc2sz9,0,2530
dscrx3b,0,2531
e348ldd,0,2532
e34id8h,0,2533
e34k14n,0,2534
e5g97s6,0,2535
e7pendl,0,2536
ealimhj,0,2537
ejc6cph,0,2538
ejck3h3,0,2539
ejd0mr9,0,2540
es9l5wx,0,2541
etvq8wf,0,2542
ewuofh1,0,2543
d75nbri,0,2544
d7dbeqd,0,2545
dihsyfu,0,2546
dq3d581,0,2547
dq3iu9o,0,2548
dqd2w45,0,2549
dqigh1s,0,2550
eb5gtj3,0,2551
eb5iiqn,0,2552
eg0xw11,0,2553
dwrt1jr,0,2554
ebm3olo,0,2555
ebn698h,0,2556
eff52jy,0,2557
efioldr,0,2558
eg6x8er,0,2559
eg7ozb8,0,2560
ejkwdk7,0,2561
ekmfx46,0,2562
eljqbn1,0,2563
eogpaql,0,2564
er5wgax,0,2565
ev5nk98,0,2566
ewldij0,0,2567
dbvooyr,0,2568
dgjw89j,0,2569
dqgnv65,0,2570
dqynopu,0,2571
dqyvy0n,0,2572
dqz4l8n,0,2573
dwmy22l,0,2574
dwyj9my,0,2575
dyykg2w,0,2576
dzhi92q,0,2577
e52gd1j,0,2578
ehsy9ij,0,2579
ek6x3yk,0,2580
el2t8dw,0,2581
d7k76iq,0,2582
d8n2tg6,0,2583
diayzzl,0,2584
dtfx9xz,0,2585
dz1ggmg,0,2586
edfqeyp,0,2587
ehbp0va,0,2588
ehbxcdh,0,2589
ehlw77r,0,2590
embdra3,0,2591
emg7twb,0,2592
eoe5m8j,0,2593
cza31e2,-0.021,2594
cza321d,-0.021,2595
cza4gsv,-0.021,2596
czjex5r,-0.021,2597
czym2i2,-0.021,2598
d3rzwmp,-0.021,2599
d3s3aig,-0.021,2600
d3s3uki,-0.021,2601
d4zexg6,-0.021,2602
d4zzbml,-0.021,2603
dg6o72y,-0.021,2604
dg6zg1a,-0.021,2605
dq5bvdz,-0.021,2606
dq5zwa2,-0.021,2607
dq6mfsw,-0.021,2608
drka2bp,-0.021,2609
duppte5,-0.021,2610
dupv7f2,-0.021,2611
dv80qhu,-0.021,2612
dv875t1,-0.021,2613
dvjj5z5,-0.021,2614
dz9xs2k,-0.021,2615
dza3l6k,-0.021,2616
dzjlagn,-0.021,2617
dzjxdo8,-0.021,2618
dzjxktx,-0.021,2619
dzmorc5,-0.021,2620
e0lbxe0,-0.021,2621
e2sqez9,-0.021,2622
e4ev1gh,-0.021,2623
e4ew78w,-0.021,2624
e7tpik6,-0.021,2625
e7v029x,-0.021,2626
e7vo4dv,-0.021,2627
e7wumsc,-0.021,2628
e8k9vxm,-0.021,2629
e9egljb,-0.021,2630
e9tch0q,-0.021,2631
ea2278w,-0.021,2632
ebisez5,-0.021,2633
ebn3suc,-0.021,2634
ebndew8,-0.021,2635
ebu5cm7,-0.021,2636
ebu5phm,-0.021,2637
ebucfi1,-0.021,2638
ebucg0d,-0.021,2639
ebuus2i,-0.021,2640
eeues5x,-0.021,2641
efw006c,-0.021,2642
efzeuco,-0.021,2643
efzgie5,-0.021,2644
efzo5oa,-0.021,2645
ejgg6nx,-0.021,2646
ejsz31d,-0.021,2647
ejt18t0,-0.021,2648
ejtc1nv,-0.021,2649
evk9bmb,-0.021,2650
evkadm6,-0.021,2651
evkp5lu,-0.021,2652
czgc8nt,-0.021,2653
d5qg1so,-0.021,2654
dcv7j9k,-0.021,2655
drxjs8p,-0.021,2656
dryj4dh,-0.021,2657
drym1tf,-0.021,2658
dss2bqj,-0.021,2659
dv8g82t,-0.021,2660
dvwog3w,-0.021,2661
dwcvonq,-0.021,2662
e3t15ld,-0.021,2663
e8uirs5,-0.021,2664
e9pf3wq,-0.021,2665
ej9zdhs,-0.021,2666
czhr5ss,-0.021,2667
d6ptwxi,-0.021,2668
d6zwc0b,-0.021,2669
d86n2dw,-0.021,2670
d8jljmh,-0.021,2671
d8pxt98,-0.021,2672
d9wxagi,-0.021,2673
dd4fwsq,-0.021,2674
deof80p,-0.021,2675
dg4c5is,-0.021,2676
dg4zgj9,-0.021,2677
dg5hfn6,-0.021,2678
du4yohf,-0.021,2679
dzoaopj,-0.021,2680
evgid8t,-0.021,2681
d3l5997,-0.021,2682
d4jtleh,-0.021,2683
d7tba46,-0.021,2684
d96flw5,-0.021,2685
d9ccfxg,-0.021,2686
d9hiuec,-0.021,2687
ddhimf0,-0.021,2688
dfua1td,-0.021,2689
dg1ya1e,-0.021,2690
dlbnilw,-0.021,2691
dnyqhb8,-0.021,2692
dnyza7g,-0.021,2693
dowlnxu,-0.021,2694
dtwzdyy,-0.021,2695
dungsm5,-0.021,2696
dzhpbcl,-0.021,2697
dzj5f4i,-0.021,2698
dzj5vmm,-0.021,2699
dzj6l5z,-0.021,2700
e33zk0u,-0.021,2701
e34jrzz,-0.021,2702
e3ombgi,-0.021,2703
e3pf0i9,-0.021,2704
e3pndgo,-0.021,2705
e5goyju,-0.021,2706
e7sgqju,-0.021,2707
ejdw1cw,-0.021,2708
ejdyyjd,-0.021,2709
ep6g64h,-0.021,2710
euaizsw,-0.021,2711
d8jg2hh,-0.021,2712
d9k5orx,-0.021,2713
dfajkzy,-0.021,2714
dgiylns,-0.021,2715
dgvfcjm,-0.021,2716
dgvrqjd,-0.021,2717
dq3apkx,-0.021,2718
dqifc9v,-0.021,2719
du0iyfg,-0.021,2720
ecx35t5,-0.021,2721
ens9fcm,-0.021,2722
esbpark,-0.021,2723
esbqyy3,-0.021,2724
e62vqeu,-0.021,2725
eff5ukc,-0.021,2726
eftykz3,-0.021,2727
ei8f5vz,-0.021,2728
elhvjez,-0.021,2729
em19x5a,-0.021,2730
emabtn8,-0.021,2731
enh82vb,-0.021,2732
eooegqj,-0.021,2733
erik7iu,-0.021,2734
esl8bc4,-0.021,2735
et613be,-0.021,2736
dbihx3j,-0.021,2737
dei72qi,-0.021,2738
deinahd,-0.021,2739
duwndbk,-0.021,2740
dwyhjss,-0.021,2741
dyzahss,-0.021,2742
dzgzvxp,-0.021,2743
e09f3r8,-0.021,2744
e1f0vv4,-0.021,2745
ec4m3ll,-0.021,2746
efdha44,-0.021,2747
egvgpjb,-0.021,2748
ek76ztr,-0.021,2749
cyvh2zr,-0.021,2750
cz3bdoz,-0.021,2751
dbe3fos,-0.021,2752
dh4atrw,-0.021,2753
dnqoekd,-0.021,2754
dryxqb4,-0.021,2755
e23pudn,-0.021,2756
e4w41sj,-0.021,2757
e4w4lsz,-0.021,2758
e52ga84,-0.021,2759
eb2e4d3,-0.021,2760
eb2x3dw,-0.021,2761
edfjhsk,-0.021,2762
eeqfjly,-0.021,2763
eh4idj0,-0.021,2764
eigc8ep,-0.021,2765
eljleg9,-0.021,2766
cza1wdh,-0.022,2767
czyo9rg,-0.022,2768
dq68qql,-0.022,2769
dup4vcs,-0.022,2770
e0kzrki,-0.022,2771
ebmuf8p,-0.022,2772
efo5udu,-0.022,2773
efz8s6q,-0.022,2774
cybdhpn,-0.022,2775
d3lszjy,-0.022,2776
ethndfa,-0.022,2777
esicurf,-0.022,2778
e1f0mqu,-0.022,2779
dqcf8q6,-0.022,2780
cza2jj3,-0.042,2781
cza8lst,-0.042,2782
cza910x,-0.042,2783
czjevym,-0.042,2784
czkeo2t,-0.042,2785
czylxms,-0.042,2786
dg6y7g7,-0.042,2787
drchnoo,-0.042,2788
dupq765,-0.042,2789
duprdw8,-0.042,2790
dupvgdc,-0.042,2791
dupvut5,-0.042,2792
dv7vo5q,-0.042,2793
dv87twj,-0.042,2794
dvkehp8,-0.042,2795
dz9ptkj,-0.042,2796
dz9z0r7,-0.042,2797
dzagpod,-0.042,2798
e2sszpt,-0.042,2799
e2st3fz,-0.042,2800
e4euhnr,-0.042,2801
e4fmqv2,-0.042,2802
e4fvekz,-0.042,2803
e4g6lan,-0.042,2804
e7vq4m0,-0.042,2805
e8jw7cy,-0.042,2806
e9te82j,-0.042,2807
e9tmppo,-0.042,2808
e9u8ez2,-0.042,2809
eb5zq13,-0.042,2810
eb6p0ok,-0.042,2811
ebis57m,-0.042,2812
ebksskw,-0.042,2813
ebmu3y7,-0.042,2814
ebundsu,-0.042,2815
ees6k3z,-0.042,2816
eetzv8e,-0.042,2817
efobbb2,-0.042,2818
efz9qpp,-0.042,2819
efznf9x,-0.042,2820
ejfrcdd,-0.042,2821
ejt13ay,-0.042,2822
ejt366t,-0.042,2823
ejt4hqq,-0.042,2824
ejt5j1b,-0.042,2825
em4yy57,-0.042,2826
em7qg23,-0.042,2827
evk7ide,-0.042,2828
dan65kh,-0.042,2829
dcta3pg,-0.042,2830
ew98ohl,-0.042,2831
d6plwry,-0.042,2832
d6pqzon,-0.042,2833
d9wdnru,-0.042,2834
d9wyj7r,-0.042,2835
dyp4bhw,-0.042,2836
eeafcnf,-0.042,2837
ej7qw5v,-0.042,2838
elevf0r,-0.042,2839
ey145n1,-0.042,2840
cye10ac,-0.042,2841
d2u07ry,-0.042,2842
d4jfsl2,-0.042,2843
d4jih7o,-0.042,2844
d4k0skq,-0.042,2845
d4kkxoh,-0.042,2846
d4kkzd8,-0.042,2847
d9gz47s,-0.042,2848
d9hg470,-0.042,2849
ddjckpd,-0.042,2850
dfto4kt,-0.042,2851
dfuumg7,-0.042,2852
dg2jxmw,-0.042,2853
dowpiah,-0.042,2854
drqojy5,-0.042,2855
dscdqn3,-0.042,2856
e11bq4w,-0.042,2857
e3pei7n,-0.042,2858
e7pelv3,-0.042,2859
e7pgogb,-0.042,2860
etud15q,-0.042,2861
ey67pfs,-0.042,2862
d75losi,-0.042,2863
df9yso7,-0.042,2864
dgve2v0,-0.042,2865
djxitsy,-0.042,2866
dnbqy5q,-0.042,2867
dnd30ld,-0.042,2868
doljsfy,-0.042,2869
e01zfvt,-0.042,2870
esbsgp2,-0.042,2871
e6dah4g,-0.042,2872
efnmdss,-0.042,2873
ehw6ys0,-0.042,2874
ej4fj36,-0.042,2875
ejjxnyh,-0.042,2876
ejqtck0,-0.042,2877
eli6dcp,-0.042,2878
ep4eutm,-0.042,2879
er6qi38,-0.042,2880
db74fcx,-0.042,2881
dei9bpx,-0.042,2882
deiha92,-0.042,2883
dqyvkzn,-0.042,2884
dwna0kn,-0.042,2885
dyy7zrr,-0.042,2886
e3lvh0t,-0.042,2887
e8u7ocp,-0.042,2888
eatf8rb,-0.042,2889
ecmy7ak,-0.042,2890
ejewyi2,-0.042,2891
ek72b18,-0.042,2892
d8nsr0y,-0.042,2893
dbdxbvn,-0.042,2894
dib0o5j,-0.042,2895
efc6h7b,-0.042,2896
ehdtm3t,-0.042,2897
eoe4s3c,-0.042,2898
czjf9es,-0.043,2899
czjg836,-0.043,2900
czkerw6,-0.043,2901
czyj2rq,-0.043,2902
dq62xlj,-0.043,2903
drcpkvi,-0.043,2904
dup3g6k,-0.043,2905
dup5ymg,-0.043,2906
dv8mfi5,-0.043,2907
dzajo1y,-0.043,2908
ebn04eh,-0.043,2909
eboppmn,-0.043,2910
df0dz0c,-0.043,2911
dpzc0b5,-0.043,2912
esbg9my,-0.043,2913
deo9dua,-0.043,2914
dxm7o4r,-0.043,2915
e7v8fdm,-0.043,2916
d2umqr3,-0.043,2917
d3lvclb,-0.043,2918
dfuqjdt,-0.043,2919
dg38ffz,-0.043,2920
dsjcien,-0.043,2921
dunp9x2,-0.043,2922
dvw1wix,-0.043,2923
e34ilvt,-0.043,2924
e34k65q,-0.043,2925
ewurj20,-0.043,2926
ey6020h,-0.043,2927
ecx2b2e,-0.043,2928
egp600o,-0.043,2929
ekm75hi,-0.043,2930
ev6kqoi,-0.043,2931
edmf0kr,-0.043,2932
emo71mw,-0.043,2933
eruvnzs,-0.043,2934
ewye0sv,-0.043,2935
ealhnom,-0.044,2936
cza47xu,-0.062,2937
cza4d2a,-0.062,2938
czjf6jq,-0.062,2939
czk32ie,-0.062,2940
czksh0n,-0.062,2941
czlqe97,-0.062,2942
d4z2jvw,-0.062,2943
dg79rec,-0.062,2944
duptoc1,-0.062,2945
duq35bm,-0.062,2946
dv7sk52,-0.062,2947
dvjwtt0,-0.062,2948
dvkhc1e,-0.062,2949
dxl7flf,-0.062,2950
dzjq3qt,-0.062,2951
dzk8wje,-0.062,2952
e0l4jkq,-0.062,2953
e2sjt9s,-0.062,2954
e4ev5dh,-0.062,2955
e4evog0,-0.062,2956
e4frcbt,-0.062,2957
e7wtum5,-0.062,2958
e8ks8j3,-0.062,2959
e9eimbo,-0.062,2960
e9th86c,-0.062,2961
e9u6hyy,-0.062,2962
ebkhog9,-0.062,2963
ebn4qe2,-0.062,2964
ebugn59,-0.062,2965
ebuii0d,-0.062,2966
ebuqp4z,-0.062,2967
ees38dg,-0.062,2968
efq6v9c,-0.062,2969
ejflhea,-0.062,2970
ejt39iu,-0.062,2971
ejtis38,-0.062,2972
em51pzl,-0.062,2973
evkdkaz,-0.062,2974
cz5f9od,-0.062,2975
d4pshl4,-0.062,2976
db1o9hx,-0.062,2977
dchy36j,-0.062,2978
do9b6m0,-0.062,2979
drxosz2,-0.062,2980
d6peikj,-0.062,2981
dq79vwp,-0.062,2982
dz68i43,-0.062,2983
e2rfgdn,-0.062,2984
e6nib84,-0.062,2985
eeapo3r,-0.062,2986
eotxghb,-0.062,2987
cyet6pt,-0.062,2988
d2urx2h,-0.062,2989
d3lerrz,-0.062,2990
d4jtt3f,-0.062,2991
d4k1odx,-0.062,2992
d6h4q7w,-0.062,2993
d969ydq,-0.062,2994
d9cggfs,-0.062,2995
dfujbgc,-0.062,2996
dg26r3c,-0.062,2997
dg28rvf,-0.062,2998
dlc5z2q,-0.062,2999
dmvdlap,-0.062,3000
dnyw91k,-0.062,3001
dofpvtk,-0.062,3002
dovoqz3,-0.062,3003
dow0s6a,-0.062,3004
drp1lfp,-0.062,3005
e0zmlvl,-0.062,3006
e34ctj5,-0.062,3007
e3qxi40,-0.062,3008
e5gjbba,-0.062,3009
e7p21yw,-0.062,3010
e7pknod,-0.062,3011
eambj40,-0.062,3012
ejeawrd,-0.062,3013
es9mwh0,-0.062,3014
etu6t5s,-0.062,3015
etva4gx,-0.062,3016
eu9z6fj,-0.062,3017
ey5bva4,-0.062,3018
ey5w9xy,-0.062,3019
d75abqy,-0.062,3020
dd5nltq,-0.062,3021
ddhp70j,-0.062,3022
dfa7mqb,-0.062,3023
dihthcd,-0.062,3024
dk399ov,-0.062,3025
dk3qibr,-0.062,3026
duk37s8,-0.062,3027
dvfwepd,-0.062,3028
ebno5mt,-0.062,3029
eg8cwqt,-0.062,3030
eg9j52f,-0.062,3031
egbbnjm,-0.062,3032
ehvus5i,-0.062,3033
enin4x5,-0.062,3034
ennk54d,-0.062,3035
df8k0mj,-0.062,3036
dp1t4o2,-0.062,3037
dpa1x36,-0.062,3038
dqh454t,-0.062,3039
dqz2gob,-0.062,3040
dwdgeio,-0.062,3041
dzhlibh,-0.062,3042
e1hqq5n,-0.062,3043
e2v8met,-0.062,3044
ecbm7v6,-0.062,3045
efeytjt,-0.062,3046
eg81qu1,-0.062,3047
eirdzgd,-0.062,3048
ejtur60,-0.062,3049
ekz4f32,-0.062,3050
etc6h0r,-0.062,3051
eyhasgh,-0.062,3052
dh4c8cz,-0.062,3053
diaj4do,-0.062,3054
dy2mbr9,-0.062,3055
e1wbpqg,-0.062,3056
e4wiw48,-0.062,3057
e7axg22,-0.062,3058
elsq5km,-0.062,3059
elt3ghl,-0.062,3060
elt66ho,-0.062,3061
em291yk,-0.062,3062
euglhss,-0.062,3063
ewfxwud,-0.062,3064
cza3tqm,-0.064,3065
e4fjaps,-0.064,3066
efzbzeg,-0.064,3067
ejfqesh,-0.064,3068
evkc7vd,-0.064,3069
dchrquh,-0.064,3070
