comment_id,post_id,offensiveness_score
d5q7veq,4uha88,-0.391
d5qchtp,4uha88,0.458
d5qg1so,4uha88,-0.021
d5qj8j2,4uha88,-0.292
d5qk5f7,4uha88,0.34
d5qlh7g,4uha88,0.104
d5qwrdq,4uha88,0.188
d5r0ayg,4uha88,0.604
d5r2909,4uha88,-0.426
d7rvfob,53bzsc,-0.521
d7s14ce,53bzsc,-0.375
d7sdbim,53bzsc,-0.479
d7skhwn,53bzsc,0.458
d7sm5aa,53bzsc,-0.208
d7smjdo,53bzsc,-0.417
d7smrs9,53bzsc,-0.271
d7ssvqj,53bzsc,-0.354
d7st2an,53bzsc,-0.511
d7swz4a,53bzsc,0.458
d7tfklw,53bzsc,-0.354
d9rn031,5bvh8n,-0.146
d9rpxfy,5bvh8n,-0.25
d9rv6ad,5bvh8n,-0.283
d9sd0ei,5bvh8n,0.042
d9sdeob,5bvh8n,-0.622
d9sfbmx,5bvh8n,0.021
d9skv2b,5bvh8n,-0.271
d9sukdg,5bvh8n,-0.396
dam7xjx,5fqm7e,-0.333
damc8v5,5fqm7e,-0.5
damcatc,5fqm7e,-0.156
dan52yz,5fqm7e,-0.298
dan65kh,5fqm7e,-0.042
danjrq1,5fqm7e,-0.229
danl57c,5fqm7e,-0.292
danp3na,5fqm7e,-0.396
danqr0k,5fqm7e,-0.167
dantgl6,5fqm7e,-0.333
dao7nyh,5fqm7e,-0.191
dao8wkj,5fqm7e,0.896
daofejj,5fqm7e,-0.213
daw3a66,5gysjy,-0.354
daw3crm,5gysjy,-0.37
daw4gma,5gysjy,0.543
dawqk3j,5gysjy,-0.208
daxcq8b,5gysjy,-0.271
daxhha4,5gysjy,-0.438
daxipce,5gysjy,-0.354
day3tor,5gysjy,-0.333
day54p7,5gysjy,-0.5
db1l0i1,5hnwhv,-0.383
db1lq3s,5hnwhv,-0.109
db1o9hx,5hnwhv,-0.062
db1z08g,5hnwhv,-0.083
db205v4,5hnwhv,0.167
db29uum,5hnwhv,0.021
db2nu6o,5hnwhv,0
dc5nllg,5mr02q,0.333
dc5nn0g,5mr02q,-0.191
dc5nqnm,5mr02q,0.708
dc5rkks,5mr02q,-0.522
dc5ry8q,5mr02q,-0.304
dc5t2xe,5mr02q,0.083
dc5td04,5mr02q,-0.213
dc5tj15,5mr02q,-0.208
dc5v9il,5mr02q,0.021
dc5w5s5,5mr02q,0.667
dc63xr1,5mr02q,-0.083
dc686as,5mr02q,0.25
dc6941v,5mr02q,0.792
dc6c3x2,5mr02q,-0.292
dc9cq7n,5mr02q,-0.188
dchfjnc,5o8dmo,-0.167
dchqqqf,5o8dmo,-0.104
dchrquh,5o8dmo,-0.064
dchtrsk,5o8dmo,-0.271
dchura3,5o8dmo,0.562
dchw4y0,5o8dmo,0.583
dchy36j,5o8dmo,-0.062
dcix1ln,5o8dmo,0.255
dck3hql,5o8dmo,-0.5
dcsp8pk,5pp2ti,-0.435
dcsytkf,5pp2ti,0
dcszut7,5pp2ti,-0.125
dct7z7e,5pp2ti,0.638
dcta3pg,5pp2ti,-0.042
dctcbxu,5pp2ti,0.708
dctizd7,5pp2ti,0.375
dcu5e09,5pp2ti,-0.167
dcv7j9k,5pp2ti,-0.021
ddtmiol,5uf0n6,-0.375
ddtxssr,5uf0n6,-0.146
dduj3mk,5uf0n6,-0.104
ddumnkv,5uf0n6,-0.542
dduooyc,5uf0n6,-0.479
ddupk8d,5uf0n6,-0.404
ddus8kw,5uf0n6,-0.109
dduse9c,5uf0n6,-0.5
dezs9et,5zokia,-0.083
dezvtdc,5zokia,-0.34
df06u3m,5zokia,-0.125
df06uda,5zokia,0.583
df0ciet,5zokia,-0.106
df0dz0c,5zokia,-0.043
df0x7p0,5zokia,-0.125
df0xi6d,5zokia,-0.146
dg6sfri,651y8k,-0.333
dg6yha8,651y8k,0.064
dg70t5m,651y8k,0.021
dg72xhp,651y8k,0.062
dg7vutv,651y8k,0.087
dg7vykr,651y8k,0.638
dg7wl42,651y8k,0.25
dg82tk9,651y8k,0.625
dg83u0x,651y8k,0.022
dg8885h,651y8k,-0.362
dg8g44j,651y8k,0.521
dg8wqyu,651y8k,-0.304
dgzz23u,68m167,-0.104
dh01e10,68m167,-0.354
dh06263,68m167,0.66
dh08wpo,68m167,-0.229
dh0nlhd,68m167,0.104
dhifpx1,6ay4va,0.042
dhii0ti,6ay4va,0.021
dhii7do,6ay4va,0.489
dhil6rf,6ay4va,0.229
dhim0q6,6ay4va,0.25
dhim2em,6ay4va,0.354
dhirfuo,6ay4va,0.354
dhish7h,6ay4va,-0.521
dhpn28h,6buhis,-0.156
dhpnrh9,6buhis,-0.277
dhpnx7z,6buhis,-0.312
dhq2fx3,6buhis,-0.667
dhqjl5s,6buhis,-0.196
dhqjtxi,6buhis,0.596
dhqkaxp,6buhis,0.319
dhqksds,6buhis,-0.479
dhqmi9f,6buhis,-0.229
dlap5d2,6s7fxo,-0.298
dlbbxlc,6s7fxo,-0.375
dlbecyk,6s7fxo,0.646
dlbnivq,6s7fxo,-0.149
dlboju7,6s7fxo,0.152
dlbrsl1,6s7fxo,-0.188
dnw16io,6s7fxo,0.229
do8837z,75qyfu,-0.271
do89p3p,75qyfu,0
do8bxw4,75qyfu,-0.104
do8c87s,75qyfu,-0.562
do8fsow,75qyfu,-0.104
do8qw94,75qyfu,0.062
do9b6m0,75qyfu,-0.062
dob5bmt,75qyfu,0.062
dob7lhw,75qyfu,0.438
dpyecl2,7dk62j,-0.565
dpyhsco,7dk62j,0.125
dpylcw3,7dk62j,-0.583
dpz3tcz,7dk62j,-0.417
dpz5zce,7dk62j,0.854
dpz6boy,7dk62j,0.217
dpz6d3p,7dk62j,0.917
dpzc0b5,7dk62j,-0.043
dq0559e,7dk62j,0.146
drxjs8p,7my444,-0.021
drxkq9w,7my444,0.174
drxlaek,7my444,0.104
drxny24,7my444,0.271
drxosz2,7my444,-0.062
drxqre7,7my444,0.083
drxuhhl,7my444,-0.25
drya66s,7my444,0.146
dryj4dh,7my444,-0.021
drym1tf,7my444,-0.021
dryo220,7my444,0.152
dryp24r,7my444,0.104
drypaoh,7my444,0.062
drypsc4,7my444,0.25
dryqvbv,7my444,-0.167
drz0i0l,7my444,0.104
ds8zgjr,7oevis,0
ds9baqt,7oevis,0.521
ds9fg7w,7oevis,-0.239
ds9jg55,7oevis,0.354
dsa0c39,7oevis,-0.646
dsa0qaf,7oevis,0.681
dsa3wzn,7oevis,0.146
dsaeeg2,7oevis,0.261
dss2bqj,7qv0dt,-0.021
dss37qf,7qv0dt,-0.146
dss3w65,7qv0dt,0.229
dss5aml,7qv0dt,0.188
dss5u5n,7qv0dt,0.75
dss6tqq,7qv0dt,0.128
dss7f5k,7qv0dt,0.348
dsshdkv,7qv0dt,0.188
dssi5ya,7qv0dt,0.022
dssjl2h,7qv0dt,0.021
dsskozc,7qv0dt,0.511
dssoy74,7qv0dt,0.383
dssrtge,7qv0dt,0.213
dsst4f6,7qv0dt,0.521
dssww5h,7qv0dt,0.511
dst6xtl,7qv0dt,0.25
dst7yob,7qv0dt,0.375
dstt4py,7qv0dt,0.609
dt09kma,7oevis,-0.255
dt6r9ui,7oevis,-0.146
duwy60j,75qyfu,-0.458
dv8fbvl,829nli,0.521
dv8fg16,829nli,0.396
dv8g82t,829nli,-0.021
dv8hdgc,829nli,0.333
dv8ho1i,829nli,0.326
dv8hrmp,829nli,-0.333
dv8yrvs,829nli,0.146
dv9epb4,829nli,0.5
dv9esbz,829nli,-0.333
dv9he3g,829nli,-0.083
dv9hla4,829nli,0.208
dv9htni,829nli,-0.298
dv9i8en,829nli,0.792
dv9l6pq,829nli,-0.152
dv9n6kj,829nli,0.042
dv9pqz2,829nli,0.042
dv9qzry,829nli,-0.521
dv9u3ee,829nli,-0.085
dv9u59o,829nli,0.042
dv9v4yp,829nli,0.104
dva1ned,829nli,0.417
dvdcggf,82tjib,0.375
dvdleyk,82tjib,-0.104
dvdnkpe,82tjib,-0.104
dve0kfw,82tjib,0.723
dve0wco,82tjib,0.292
dvvw5xy,85a6xi,-0.417
dvw0wq6,85a6xi,0.604
dvw0xco,85a6xi,0.188
dvw4wkr,85a6xi,0.292
dvw614x,85a6xi,-0.354
dvwd0vt,85a6xi,-0.125
dvwl7g2,85a6xi,0.042
dvwog3w,85a6xi,-0.021
dvwsr8k,85a6xi,0.083
dvwvte5,85a6xi,-0.312
dvwzab1,85a6xi,-0.438
dvx4wz7,85a6xi,0.208
dvxamzo,85a6xi,-0.229
dvxfrnp,85a6xi,0.812
dvxki2e,85a6xi,-0.208
dvxn0ou,85a6xi,0.667
dvxwvl7,85a6xi,-0.417
dwc248q,87di3j,-0.188
dwc28xi,87di3j,-0.312
dwc5wk6,87di3j,0.511
dwcd59t,87di3j,-0.229
dwcvlki,87di3j,0.042
dwcvonq,87di3j,-0.021
dwd24uh,87di3j,-0.229
dwd2kpk,87di3j,0.625
dwd5gb3,87di3j,0.354
dwd83od,87di3j,0.292
dwd9d5b,87di3j,0.021
dwq0782,896zro,-0.604
dwq2qcr,896zro,-0.229
dwq34jg,896zro,-0.583
dwq5fhr,896zro,-0.085
dwq7wrv,896zro,0.104
dwqes1q,896zro,-0.125
dwqsz9k,896zro,-0.375
dwqtexf,896zro,-0.125
dxxcldt,8eqqlc,0.542
dxxllrg,8eqqlc,0.604
dxy1eav,8eqqlc,-0.458
dxy7xrc,8eqqlc,0
dxyf088,8eqqlc,0.375
dxyf8gx,8eqqlc,0.062
dxyhu77,8eqqlc,0.146
dxylitp,8eqqlc,0.688
dxylqvs,8eqqlc,-0.208
dxymakt,8eqqlc,0.688
dxyth7v,8eqqlc,-0.25
dxyujff,8eqqlc,0.021
dxz9fhw,8eqqlc,-0.109
dxziz9z,8eqqlc,-0.17
dyf44uw,8eqqlc,-0.128
e357bjq,92eyip,-0.25
e357e3b,92eyip,-0.562
e357vgf,92eyip,0.604
e3587x9,92eyip,-0.458
e35vwp5,92eyip,-0.771
e3677gi,92eyip,-0.604
e367csg,92eyip,-0.426
e36hpyj,92eyip,-0.283
e37p17c,92eyip,-0.583
e3t1433,95ija5,0.021
e3t15ld,95ija5,-0.021
e3t5l31,95ija5,-0.489
e3twcab,95ija5,-0.125
e3ueayb,95ija5,-0.375
e3ueeev,95ija5,-0.234
e3ufjsp,95ija5,0.042
e3wc6to,95ija5,0.562
e428s2t,96oyjk,0.167
e42ax98,96oyjk,0.688
e42hrup,96oyjk,0.146
e42i8go,96oyjk,-0.271
e42n279,96oyjk,0.396
e430f89,96oyjk,0.521
e433thp,96oyjk,-0.312
e43dcgv,96oyjk,-0.085
e43f572,96oyjk,-0.625
e43fgmt,96oyjk,0.542
e43howe,96oyjk,0.25
e43ma57,96oyjk,-0.319
e43ouv9,96oyjk,-0.646
e43qn5z,96oyjk,0.222
e43qpa0,96oyjk,-0.064
e81ynpo,9pikzs,0.104
e81yr47,9pikzs,0.208
e81z4oy,9pikzs,0.532
e826b8h,9pikzs,-0.106
e82dk0l,9pikzs,0.271
e82gs51,9pikzs,-0.792
e82xeni,9pikzs,0.521
e838g9l,9pikzs,0.042
e83evrx,9pikzs,-0.167
e83j55j,9pikzs,0.104
e83q2lc,9pikzs,0.146
e8459nf,9pikzs,0.261
e8568hr,9pikzs,-0.542
e85enfv,9pikzs,0.104
e85frcu,9pikzs,0.062
e8722o2,9pikzs,-0.25
e8rwhbd,9sw4ch,0.375
e8rwqp4,9sw4ch,0.152
e8rxnfd,9sw4ch,0.458
e8rxx1m,9sw4ch,-0.146
e8rxyjo,9sw4ch,0.25
e8s2f1t,9sw4ch,0.239
e8sefi1,9sw4ch,0.125
e8svp2t,9sw4ch,0.312
e8sypfq,9sw4ch,-0.562
e8t1yc3,9sw4ch,-0.375
e8t2di4,9sw4ch,0.213
e8t47d3,9sw4ch,0.271
e8t5k6u,9sw4ch,0.062
e8t5rjo,9sw4ch,0.083
e8tber3,9sw4ch,0.5
e8tcf3z,9sw4ch,0.021
e8tcyoh,9sw4ch,0.479
e8uirs5,9sw4ch,-0.021
e8uj7yl,9sw4ch,0.174
e8umf09,9sw4ch,0.188
e8vp42u,9sw4ch,0.489
e8vq3or,9sw4ch,-0.167
e8wj9aq,9sw4ch,-0.167
e8y2r9c,9sw4ch,-0.104
e9ozqp0,9x2g5a,0.062
e9ozsqi,9x2g5a,0.042
e9p07ja,9x2g5a,0.562
e9pa757,9x2g5a,0.333
e9pb5cp,9x2g5a,-0.438
e9pc4sc,9x2g5a,0.104
e9pdq84,9x2g5a,0.104
e9pe6ny,9x2g5a,-0.292
e9pf3wq,9x2g5a,-0.021
e9pfsm8,9x2g5a,0.562
e9ph4l0,9x2g5a,0.646
e9q1t04,9x2g5a,0.152
e9q8qy1,9x2g5a,0.333
e9qd4ft,9x2g5a,-0.277
e9qf7dj,9x2g5a,0.292
e9qhgz9,9x2g5a,0.458
e9qi4nh,9x2g5a,0.146
e9qiqks,9x2g5a,0.333
e9qjymw,9x2g5a,0.083
e9qnmnx,9x2g5a,0.229
e9qp710,9x2g5a,0.146
eda6c6h,acqrc6,-0.417
edababg,acqrc6,-0.404
edacras,acqrc6,-0.196
edai184,acqrc6,-0.583
edamtud,acqrc6,-0.312
edaridq,acqrc6,-0.149
edarm0b,acqrc6,-0.396
edarofu,acqrc6,-0.229
edastyx,acqrc6,-0.479
edatlus,acqrc6,-0.362
edavit3,acqrc6,-0.167
edavoe7,acqrc6,0.583
edayv0i,acqrc6,-0.396
edbgbpk,acqrc6,-0.545
ede637p,acqrc6,-0.479
eelu8lk,ai80am,-0.104
eeluojr,ai80am,-0.312
eempfuy,ai80am,-0.104
eemuadt,ai80am,0.062
eenqacm,ai80am,0.312
eentzaw,ai80am,0.458
eenvbv4,ai80am,0.34
eenyezf,ai80am,0.083
eeo51th,ai80am,0.333
eeo8zs8,ai80am,-0.085
eeokvro,ai80am,0.064
eep7t3r,ai80am,0.574
eesf4k2,ai80am,-0.396
eew1fz2,ai80am,0.479
ej8yc3n,b4s875,0.292
ej9zdhs,b4s875,-0.021
ejbkisj,b4s875,-0.188
ejblk9o,b4s875,-0.208
ejbmolv,b4s875,0.812
ejc86h8,b4s875,0.229
ejch2t1,b4s875,0.625
ejcuo21,b4s875,0.083
enjjxd3,bor3ru,0.083
enjkj8l,bor3ru,-0.354
enjmfqg,bor3ru,0.213
enjqc34,bor3ru,0.489
enkes4z,bor3ru,0.13
enkrz5b,bor3ru,-0.128
enl03ri,bor3ru,-0.146
enlrwhp,bor3ru,0.771
enm6sbw,bor3ru,0.458
enm7ieb,bor3ru,0.708
enm7ow1,bor3ru,0.646
enmbekf,bor3ru,-0.167
enmbhaw,bor3ru,0.188
enmof1r,bor3ru,0.271
enn2u2k,bor3ru,0.188
es3uz5e,c5qo80,0.021
es3zrfv,c5qo80,0.438
es42974,c5qo80,-0.146
es45yru,c5qo80,0.354
es4roq5,c5qo80,-0.25
es4sb22,c5qo80,-0.688
es4spc4,c5qo80,-0.271
es4x1d3,c5qo80,-0.667
es4yyw4,c5qo80,-0.319
es557wt,c5qo80,-0.106
es63tyx,c5qo80,-0.312
esa0e7d,c6nzf2,-0.196
esaf5au,c6nzf2,-0.638
esalfm6,c6nzf2,0.104
esapcvw,c6nzf2,-0.383
esb2jlz,c6nzf2,0.25
esb4qgj,c6nzf2,0.667
esb82lw,c6nzf2,-0.404
esbg9my,c6nzf2,-0.043
esbgmg2,c6nzf2,0.087
esblngu,c6nzf2,-0.312
esbm3vf,c6nzf2,0.085
escadvz,c6nzf2,0.062
eufv48x,cgbfnz,-0.208
eugedj1,cgbfnz,-0.167
eugplv3,cgbfnz,-0.083
eugvfdw,cgbfnz,0.146
euh002h,cgbfnz,0
euh774t,cgbfnz,-0.625
euhk6t0,cgbfnz,0.125
euhwm2m,cgbfnz,-0.511
euiajpr,cgbfnz,0.067
ew7q6ms,cn811g,-0.458
ew7xd2m,cn811g,-0.312
ew7xhag,cn811g,0.174
ew8sm2v,cn811g,-0.354
ew98ohl,cn811g,-0.042
ew9nu30,cn811g,-0.234
ew9qxg2,cn811g,-0.333
ewa01qt,cn811g,-0.333
ewa8exl,cn811g,-0.125
ewaz5pg,cn811g,-0.146
ewbbz4e,cn811g,-0.562
ewc4lys,cn811g,-0.532
ex1ne45,cn811g,-0.479
czhm3mu,43eiqa,-0.542
czhm7m8,43eiqa,-0.065
czhr5ss,43eiqa,-0.021
czhrkg4,43eiqa,0.188
czhs5i3,43eiqa,-0.659
czhssqe,43eiqa,0.298
czi2m4g,43eiqa,0.146
d0b1zgc,478qi9,-0.383
d0b322g,478qi9,-0.133
d0b3tvk,478qi9,-0.174
d0b7y6c,478qi9,-0.521
d0bctdh,478qi9,0.104
d0bjfln,478qi9,-0.208
d0bsvn6,478qi9,-0.396
d0c0j90,478qi9,-0.354
d0c4t46,478qi9,-0.438
d0cb3n3,478qi9,-0.5
d0cbpf3,478qi9,-0.458
d43djfk,4nf65k,-0.167
d43e7z0,4nf65k,0.104
d43h919,4nf65k,-0.417
d43iugw,4nf65k,-0.17
d43iuyv,4nf65k,0.167
d43joyi,4nf65k,-0.562
d43kaub,4nf65k,0.438
d43no81,4nf65k,0
d43o8kf,4nf65k,-0.2
d43tuwp,4nf65k,-0.583
d43w1ab,4nf65k,-0.542
d6pd6iq,4yp318,0.064
d6peikj,4yp318,-0.062
d6pet3p,4yp318,0.062
d6phxxf,4yp318,0.167
d6plwry,4yp318,-0.042
d6pqzon,4yp318,-0.042
d6pt1ax,4yp318,0.333
d6ptwxi,4yp318,-0.021
d6puj8c,4yp318,0.438
d6pxi7s,4yp318,0
d6qbl6m,4yp318,0.083
d6qgcem,4yp318,0.021
d6qmm04,4yp318,-0.167
d6rz48l,4yp318,-0.229
d6zwc0b,4yp318,-0.021
d86jdop,550kwd,-0.229
d86jjih,550kwd,0
d86n2dw,550kwd,-0.021
d872nu7,550kwd,-0.404
d87g9w0,550kwd,-0.375
d87gjqc,550kwd,0.729
d8jl0hl,56iqeo,-0.25
d8jljmh,56iqeo,-0.021
d8jlzrf,56iqeo,0.062
d8k121p,56iqeo,0.383
d8kgj3t,56iqeo,0.479
d8kmppd,56iqeo,-0.354
d8kmr9y,56iqeo,0.792
d8kqnjy,56iqeo,0.708
d8ksfwx,56iqeo,0.422
d8pnzua,577s3o,-0.375
d8po09w,577s3o,-0.417
d8pvn2a,577s3o,0.229
d8px258,577s3o,-0.417
d8pxaum,577s3o,-0.422
d8pxt98,577s3o,-0.021
d8py018,577s3o,-0.208
d8q0qyh,577s3o,-0.479
d8q1c2m,577s3o,-0.354
d8q4203,577s3o,0.25
d8q5sc0,577s3o,-0.271
d8q5zbq,577s3o,0.804
d8qf80m,577s3o,-0.149
d8qo4e7,577s3o,-0.532
d8rcxck,577s3o,-0.188
d8sqjds,56iqeo,-0.104
d8u9j44,56iqeo,0.146
d9wbp2f,5cgrzn,-0.188
d9wc8tk,5cgrzn,0.042
d9wcufy,5cgrzn,-0.417
d9wd1ht,5cgrzn,0.104
d9wdnru,5cgrzn,-0.042
d9wxagi,5cgrzn,-0.021
d9wyj7r,5cgrzn,-0.042
d9wzzwy,5cgrzn,-0.25
d9x0v7z,5cgrzn,-0.435
db1u4tj,5hnxux,0.292
db2bsiw,5hnxux,-0.146
db2fnid,5hnxux,0.128
db2r4mp,5hnxux,-0.064
dd3bvse,5hnxux,-0.2
dd48irs,5qxxb0,0.271
dd4cj71,5qxxb0,-0.292
dd4dvrf,5qxxb0,0.562
dd4furw,5qxxb0,-0.213
dd4fvts,5qxxb0,-0.298
dd4fwsq,5qxxb0,-0.021
dd4gp0w,5qxxb0,0.188
dedtchv,5hnxux,-0.083
deo8s1i,5y8y9m,-0.152
deo9dua,5y8y9m,-0.043
deod32x,5y8y9m,-0.583
deoegzs,5y8y9m,0.458
deof80p,5y8y9m,-0.021
deog369,5y8y9m,-0.604
deogk28,5y8y9m,0.375
dg4bw19,64qx7m,-0.083
dg4c5is,64qx7m,-0.021
dg4d6e8,64qx7m,-0.396
dg4gvpr,64qx7m,0.083
dg4ilyx,64qx7m,-0.333
dg4j1ed,64qx7m,0.021
dg4vlhp,64qx7m,0.812
dg4zgj9,64qx7m,-0.021
dg58lfw,64qx7m,-0.312
dg5cynr,64qx7m,-0.109
dg5da2u,64qx7m,-0.167
dg5f9p9,64qx7m,-0.17
dg5fuvo,64qx7m,0.083
dg5hfn6,64qx7m,-0.021
dhdziua,6aet6j,-0.149
dhe3eym,6aet6j,-0.617
dhe5n29,6aet6j,-0.292
dhe7be3,6aet6j,-0.229
dhe9eoy,6aet6j,-0.574
dhe9nua,6aet6j,-0.326
dhe9yi7,6aet6j,-0.5
dheb0n7,6aet6j,-0.146
dhft6en,6aet6j,-0.292
dkpsd8z,6pj74w,0
dkpzjn3,6pj74w,0.104
dkq1ll7,6pj74w,-0.646
dkq9li6,6pj74w,0.188
dkqbjl5,6pj74w,-0.229
dkqfect,6pj74w,0.213
dkqk0pt,6pj74w,-0.354
dkqmbdt,6pj74w,-0.542
dkr6845,6portr,-0.396
dkr8j80,6pj74w,0.292
dkrd8j1,6portr,-0.083
dl0lw3r,6portr,-0.396
dl29c76,6portr,-0.438
dm2rh2d,6vt34w,-0.271
dm2td9l,6vt34w,-0.208
dm2xlyo,6vt34w,-0.25
dm2xn1b,6vt34w,-0.064
dm2zpbd,6vt34w,-0.208
dm31oh8,6vt34w,-0.064
dm32otc,6vt34w,-0.146
dm32wet,6vt34w,0.229
dn01mb7,703dhh,0.604
dn01p2d,703dhh,0.667
dn0fy0z,703dhh,0.438
dn0gid8,703dhh,0.396
dn0gjhf,703dhh,0.667
dn0i6q1,703dhh,0.625
dn0ic5u,703dhh,0.542
dn0le1v,703dhh,0.644
dn60obz,6portr,-0.188
dpmwey7,7c3n05,-0.609
dpmwi92,7c3n05,-0.521
dpmwmcd,7c3n05,-0.396
dpmx8fd,7c3n05,-0.521
dpmxii6,7c3n05,-0.542
dpmzwks,7c3n05,0.292
dpn09du,7c3n05,0.083
dpn78nv,7c3n05,0.521
dpn9jqt,7c3n05,-0.25
dpn9q3u,7c3n05,-0.375
dpnbyg5,7c3n05,-0.5
dpnfbr3,7c3n05,-0.521
dq79vwp,7c3n05,-0.062
dsv6kzh,7r9mxo,-0.217
dsvct5d,7r9mxo,-0.292
dsx22fe,7r9mxo,0.417
dsx32rg,7r9mxo,0.417
dsxmds1,7r9mxo,0
dsxmybc,7r9mxo,0.128
dsxquz4,7r9mxo,0.042
dsxzmbr,7r9mxo,0.562
dtiibfg,7u8lj3,-0.417
dtiij4c,7u8lj3,-0.34
dtiiprp,7u8lj3,-0.333
dtijcpq,7u8lj3,0.022
dtijiuw,7u8lj3,-0.25
dtikl0s,7u8lj3,-0.319
dtiwjk2,7ub0hi,-0.146
dtiwr90,7ub0hi,-0.625
dtixg3g,7ub0hi,0.604
dtj64et,7u8lj3,-0.438
dtj859g,7u8lj3,-0.104
dtj8cox,7u8lj3,0.083
dtj9eb3,7u8lj3,-0.083
dtjao0k,7u8lj3,0.146
dtjikpg,7u8lj3,-0.396
dtjj37e,7u8lj3,-0.188
dtjwgz8,7u8lj3,0
dtjzh59,7u8lj3,-0.479
dtk9xcu,7ub0hi,-0.375
dtkd1bu,7ub0hi,-0.229
dtkifr9,7ub0hi,-0.333
dtkpm0t,7ub0hi,0.125
du3dbyw,7wtyaw,-0.25
du3g03f,7wtyaw,-0.188
du3u35f,7wtyaw,-0.25
du3yvl5,7wtyaw,-0.167
du4vjg0,7wtyaw,0.021
du4yohf,7wtyaw,-0.021
duqc7nn,7zs6o4,-0.375
duqce1k,7zs6o4,0.188
duqch16,7zs6o4,0.271
duqcp86,7zs6o4,-0.104
duqd2gh,7zs6o4,0.521
duqeho9,7zs6o4,0
duqevb0,7zs6o4,-0.292
duqh7rk,7zs6o4,-0.106
duqhz5r,7zs6o4,0.125
duqi11t,7zs6o4,-0.208
duqijq4,7zs6o4,-0.312
duqj8av,7zs6o4,-0.125
duqmh0e,7zs6o4,0.25
dur5dce,7zs6o4,-0.457
dvo7y5m,84anfy,-0.383
dvobuly,84anfy,0.312
dvoh7c8,84anfy,0.208
dw10ph7,84anfy,-0.149
dwnwy63,7wtyaw,-0.292
dxm14wz,8dc4t6,0.213
dxm7o4r,8dc4t6,-0.043
dxm9b7n,8dc4t6,0.104
dxm9v0w,8dc4t6,-0.375
dxmo6yc,8dc4t6,0.708
dxmquh2,8dc4t6,0.896
dxmqv3a,8dc4t6,0.917
dxmqwj0,8dc4t6,-0.109
dxmrlto,8dc4t6,0.104
dxmst0h,8dc4t6,0.426
dxmxxuf,8dc4t6,-0.128
dxnjo8g,8dc4t6,0.312
dyms2ly,8hv7um,0.396
dyn1eq0,8hv7um,0.271
dyn2hnp,8hv7um,-0.125
dyp4bhw,8hv7um,-0.042
dz5miw2,8k8c45,0.667
dz5sa25,8k8c45,-0.167
dz5t8ud,8k8c45,-0.167
dz5wl2i,8k8c45,0.083
dz5xm1x,8k8c45,-0.417
dz5xwas,8k8c45,-0.5
dz62iqu,8k8c45,-0.625
dz680f7,8k8c45,-0.521
dz681g5,8k8c45,-0.562
dz684yj,8k8c45,-0.479
dz686zm,8k8c45,0.625
dz68i43,8k8c45,-0.062
dz6hr5p,8k8c45,-0.489
dz7vtfr,8k8c45,-0.167
dzmr4b8,8mctim,-0.458
dzn0t8n,8mctim,0.938
dzn4ici,8mctim,-0.292
dzn6soq,8mctim,-0.625
dzn6uw0,8mctim,-0.292
dzn7ll2,8mctim,-0.312
dznbqr8,8mctim,-0.354
dznuep2,8mik4e,0.234
dznujvy,8mik4e,0.208
dznxoda,8mik4e,-0.213
dzoaopj,8mik4e,-0.021
dzoh708,8mik4e,0.042
dzol1er,8mik4e,0.104
dzoldhs,8mik4e,0.521
dzp2j3z,8mik4e,0.125
dzp3uzl,8mik4e,0.083
dzph47x,8mik4e,0.271
dzpi95v,8mik4e,0.149
e2qjqj2,90fhuh,-0.438
e2qpk6d,90fhuh,-0.479
e2rfgdn,90fhuh,-0.062
e2rgw3m,90fhuh,-0.208
e3nw5y9,84anfy,0.146
e3sws3u,95gf7o,-0.574
e3t4qxr,95gf7o,-0.438
e3t4xmy,95gf7o,-0.396
e3th9vv,95gf7o,-0.521
e3tzjl1,95gf7o,-0.417
e3u48b1,95gf7o,0.348
e3uie1n,95gf7o,0.17
e3umjvl,95gf7o,-0.277
e58dvb1,95gf7o,-0.292
e5a0q2o,9cdwv8,-0.234
e5axkfh,9cdwv8,-0.522
e5b70hd,9cdwv8,0.5
e5bkm7z,9cdwv8,-0.417
e5bnp75,9cdwv8,0.239
e5bpx5n,9cdwv8,-0.417
e5bs2ti,9cdwv8,-0.167
e5ccclz,9cdwv8,0.565
e6kvp1j,9ihzm2,0.234
e6l34pz,9ihzm2,-0.5
e6l9z9d,9ihzm2,-0.125
e6masay,9ihzm2,0.438
e6mlzrp,9ihzm2,0.375
e6mnuqz,9ihzm2,-0.25
e6mxj5f,9ihzm2,0.562
e6nht38,9ihzm2,0.292
e6nib84,9ihzm2,-0.062
e7n3okp,9nldf7,-0.083
e7n3x3f,9nldf7,-0.292
e7npf1b,9nldf7,-0.375
e7npmp8,9nldf7,-0.188
e7npopg,9nldf7,-0.229
e7npuvh,9nldf7,-0.404
e7nq9en,9nldf7,-0.426
e7ny79w,9nldf7,-0.478
e7okof2,9nldf7,-0.25
e7okose,9nldf7,-0.292
e7ovbtc,9nldf7,-0.458
e7pzk2u,9nldf7,-0.438
e7syx1z,9oceiu,-0.312
e7t0ck8,9oceiu,0.646
e7t1q5z,9oceiu,0.021
e7t1xht,9oceiu,-0.188
e7t24in,9oceiu,0.562
e7t2d7r,9oceiu,-0.255
e7t2f6y,9oceiu,-0.188
e7t4mjl,9oceiu,-0.383
